id_contrato,data_solicitacao,data_aprovacao,departamento,tipo_contrato,valor,status,dias_para_aprovacao,aprovador
CT27042,2024-02-08,2024-02-14,Jurídico,Evento,355844.53,Aprovado,6.0,Isadora Moraes
CT23776,2024-02-08,2024-02-26,Marketing,Evento,185770.27,Aprovado,18.0,Liz Costela
CT01553,2024-02-08,2024-02-09,RH,Consultoria,73431.94,Aprovado,1.0,Dr. João Rios
CT25281,2024-02-08,2024-03-09,Marketing,Evento,219171.6,Aprovado,30.0,Liz Costela
CT36955,2024-02-08,2024-03-04,Marketing,Consultoria,357395.69,Aprovado,25.0,Anthony Gabriel Costa
CT29644,2024-02-08,,Compras,Evento,311186.76,Pendente,,
CT36964,2024-02-08,2024-03-02,TI,Evento,457859.72,Aprovado,23.0,Sr. Theodoro Macedo
CT47107,2024-02-08,2024-03-01,Financeiro,Consultoria,231181.36,Aprovado,22.0,Sr. Theodoro Macedo
CT43297,2024-02-08,,TI,Evento,32315.2,Cancelado,,
CT29797,2024-02-08,,Jurídico,Prestação de Serviços,478410.97,Pendente,,
CT16042,2024-02-08,2024-02-14,Jurídico,Treinamento,308244.42,Aprovado,6.0,Srta. Larissa Fernandes
CT00623,2024-02-08,2024-02-24,Jurídico,Software,79497.68,Aprovado,16.0,Asafe Cardoso
CT34884,2024-02-08,,Marketing,Prestação de Serviços,495271.36,Pendente,,
CT31113,2024-02-08,2024-03-01,TI,Prestação de Serviços,61991.37,Aprovado,22.0,Liz Costela
CT22465,2024-02-08,2024-02-19,Financeiro,Fornecedor,256299.99,Aprovado,11.0,Joana Albuquerque
CT44917,2024-02-08,,TI,Software,202974.85,Cancelado,,
CT02025,2024-02-08,,Jurídico,Fornecedor,478276.78,Cancelado,,
CT43781,2024-02-08,2024-02-17,RH,Evento,233891.34,Aprovado,9.0,Cecilia Alves
CT30706,2024-02-08,2024-02-16,Compras,Consultoria,208479.56,Aprovado,8.0,Ana Luiza Jesus
CT09894,2024-02-08,2024-03-01,TI,Consultoria,118661.72,Aprovado,22.0,Anthony Vargas
CT01881,2024-02-08,2024-03-07,Operações,Treinamento,363970.34,Aprovado,28.0,Anthony Vargas
CT44005,2024-02-08,,RH,Evento,427267.03,Rejeitado,,
CT30788,2024-02-08,,Financeiro,Software,145284.39,Cancelado,,
CT08985,2024-02-08,2024-02-22,TI,Evento,147143.67,Aprovado,14.0,Pedro Henrique Nunes
CT41387,2024-02-08,2024-02-26,Jurídico,Treinamento,498131.47,Aprovado,18.0,Dr. José Miguel Porto
CT08198,2024-02-08,2024-02-23,TI,Consultoria,432673.06,Aprovado,15.0,Isadora Moraes
CT07031,2024-02-08,2024-03-04,RH,Prestação de Serviços,229840.43,Aprovado,25.0,Calebe Rodrigues
CT07485,2024-02-09,2024-03-03,RH,Treinamento,241729.41,Aprovado,23.0,Luiz Fernando Fogaça
CT07486,2024-02-09,2024-03-10,Marketing,Treinamento,133007.11,Aprovado,30.0,Alexandre Pereira
CT18984,2024-02-09,,Operações,Treinamento,252746.8,Cancelado,,
CT05192,2024-02-09,2024-02-19,Financeiro,Consultoria,295567.12,Aprovado,10.0,Asafe Cardoso
CT20397,2024-02-09,2024-02-19,Operações,Treinamento,87023.11,Aprovado,10.0,Luiz Fernando Fogaça
CT24898,2024-02-09,2024-02-24,TI,Treinamento,255277.06,Aprovado,15.0,Sr. Theodoro Macedo
CT11698,2024-02-09,,Operações,Treinamento,118266.13,Pendente,,
CT24180,2024-02-09,2024-02-15,TI,Consultoria,229215.53,Aprovado,6.0,Sr. Theodoro Macedo
CT06700,2024-02-09,2024-02-14,Financeiro,Consultoria,238513.59,Aprovado,5.0,Cecilia Alves
CT28529,2024-02-09,2024-02-17,Marketing,Fornecedor,215676.35,Aprovado,8.0,Cecilia Alves
CT02942,2024-02-09,2024-03-07,Jurídico,Evento,473075.42,Aprovado,27.0,Anthony Vargas
CT20311,2024-02-09,2024-03-05,Marketing,Prestação de Serviços,271977.19,Aprovado,25.0,Davi Lucas Carvalho
CT01998,2024-02-09,2024-02-13,Jurídico,Fornecedor,267249.33,Aprovado,4.0,Anthony Vargas
CT29761,2024-02-09,2024-02-23,RH,Treinamento,23565.06,Aprovado,14.0,Srta. Ana Lívia Monteiro
CT11068,2024-02-09,,Jurídico,Prestação de Serviços,474951.83,Cancelado,,
CT06453,2024-02-09,2024-03-09,RH,Prestação de Serviços,347692.47,Aprovado,29.0,Alexandre Pereira
CT20026,2024-02-09,2024-03-03,Compras,Prestação de Serviços,139707.26,Aprovado,23.0,Davi Lucas Carvalho
CT00009,2024-02-09,2024-03-07,Operações,Software,289098.72,Aprovado,27.0,Liz Costela
CT24994,2024-02-09,2024-03-07,Compras,Evento,294675.86,Aprovado,27.0,Asafe Cardoso
CT35313,2024-02-09,2024-02-18,Jurídico,Prestação de Serviços,251098.35,Aprovado,9.0,Srta. Ana Lívia Monteiro
CT28538,2024-02-09,,Operações,Consultoria,430154.1,Cancelado,,
CT07904,2024-02-09,2024-02-29,RH,Consultoria,124581.22,Aprovado,20.0,Luiz Fernando Fogaça
CT04537,2024-02-09,2024-02-28,Operações,Treinamento,301629.95,Aprovado,19.0,Davi Lucas Carvalho
CT08348,2024-02-09,2024-02-16,Jurídico,Prestação de Serviços,162926.72,Aprovado,7.0,Dr. José Miguel Porto
CT32195,2024-02-09,2024-03-01,TI,Consultoria,229570.7,Aprovado,21.0,Luiz Felipe Costa
CT21526,2024-02-09,2024-03-06,RH,Prestação de Serviços,449369.11,Aprovado,26.0,Davi Lucas Carvalho
CT28784,2024-02-09,2024-03-06,Marketing,Software,391492.05,Aprovado,26.0,Apollo Santos
CT47877,2024-02-09,,Operações,Fornecedor,305208.48,Cancelado,,
CT33662,2024-02-09,2024-03-05,Operações,Treinamento,385785.86,Aprovado,25.0,Luiz Fernando Fogaça
CT28773,2024-02-09,,Compras,Consultoria,104930.03,Cancelado,,
CT40953,2024-02-09,2024-02-21,Financeiro,Software,246729.92,Aprovado,12.0,Sr. Theodoro Macedo
CT36156,2024-02-09,2024-02-17,Marketing,Evento,112694.88,Aprovado,8.0,Asafe Cardoso
CT21304,2024-02-09,2024-03-04,Marketing,Prestação de Serviços,246941.1,Aprovado,24.0,Anthony Vargas
CT15133,2024-02-09,,RH,Software,334788.79,Cancelado,,
CT41511,2024-02-09,2024-02-17,Operações,Fornecedor,426626.79,Aprovado,8.0,Apollo Santos
CT32754,2024-02-09,,Marketing,Treinamento,168873.49,Pendente,,
CT07670,2024-02-09,,Compras,Prestação de Serviços,442466.42,Rejeitado,,
CT21870,2024-02-09,2024-03-01,Marketing,Evento,41556.76,Aprovado,21.0,Pedro Henrique Nunes
CT21032,2024-02-09,,RH,Prestação de Serviços,47236.32,Cancelado,,
CT01712,2024-02-09,2024-03-09,TI,Prestação de Serviços,153231.12,Aprovado,29.0,Srta. Larissa Fernandes
CT23172,2024-02-09,2024-02-10,TI,Software,454933.39,Aprovado,1.0,Davi Lucas Carvalho
CT20734,2024-02-09,2024-03-08,Jurídico,Fornecedor,122323.03,Aprovado,28.0,Sr. Theodoro Macedo
CT47797,2024-02-09,,Compras,Fornecedor,124099.8,Cancelado,,
CT44777,2024-02-09,2024-03-02,Financeiro,Consultoria,214184.91,Aprovado,22.0,Anthony Vargas
CT47117,2024-02-09,2024-02-13,TI,Fornecedor,267958.18,Aprovado,4.0,Pedro Henrique Nunes
CT06666,2024-02-09,2024-03-03,Jurídico,Treinamento,439139.19,Aprovado,23.0,Luiz Fernando Fogaça
CT25050,2024-02-09,2024-02-15,Operações,Treinamento,237235.54,Aprovado,6.0,Srta. Larissa Fernandes
CT19820,2024-02-09,2024-02-24,TI,Prestação de Serviços,149281.98,Aprovado,15.0,Asafe Cardoso
CT16860,2024-02-09,,Operações,Fornecedor,447863.18,Cancelado,,
CT33042,2024-02-09,,RH,Fornecedor,266333.22,Pendente,,
CT14610,2024-02-09,2024-02-23,Financeiro,Consultoria,260811.78,Aprovado,14.0,Luiz Felipe Costa
CT39699,2024-02-09,,Financeiro,Treinamento,12320.0,Cancelado,,
CT14667,2024-02-09,2024-03-09,Jurídico,Consultoria,110416.97,Aprovado,29.0,Ana Luiza Jesus
CT00641,2024-02-09,2024-02-22,Marketing,Evento,32079.15,Aprovado,13.0,Cecilia Alves
CT19676,2024-02-09,2024-02-13,Financeiro,Evento,363533.24,Aprovado,4.0,Srta. Ana Lívia Monteiro
CT48369,2024-02-09,2024-03-04,Marketing,Prestação de Serviços,225846.76,Aprovado,24.0,Asafe Cardoso
CT34748,2024-02-09,2024-02-18,Marketing,Software,309542.08,Aprovado,9.0,Isadora Moraes
CT32892,2024-02-09,2024-03-07,Operações,Fornecedor,350501.93,Aprovado,27.0,Anthony Vargas
CT40658,2024-02-09,,Operações,Fornecedor,312033.49,Pendente,,
CT11405,2024-02-09,2024-02-21,Compras,Software,52892.29,Aprovado,12.0,Calebe Rodrigues
CT26387,2024-02-09,2024-02-26,RH,Prestação de Serviços,358132.36,Aprovado,17.0,Ana Luiza Jesus
CT35997,2024-02-09,2024-02-21,Compras,Evento,236380.01,Aprovado,12.0,Cecilia Alves
CT24435,2024-02-09,2024-02-10,Marketing,Software,372716.96,Aprovado,1.0,Luiz Fernando Fogaça
CT17441,2024-02-09,2024-02-16,Marketing,Evento,382248.32,Aprovado,7.0,Asafe Cardoso
CT32971,2024-02-09,,RH,Software,475897.33,Rejeitado,,
CT34014,2024-02-09,2024-03-01,Jurídico,Software,248498.36,Aprovado,21.0,Pedro Henrique Nunes
CT12245,2024-02-10,,Financeiro,Prestação de Serviços,372926.08,Rejeitado,,
CT20537,2024-02-10,2024-03-02,Jurídico,Software,163612.45,Aprovado,21.0,Pedro Henrique Nunes
CT05366,2024-02-10,2024-02-13,RH,Treinamento,446918.78,Aprovado,3.0,Srta. Ana Lívia Monteiro
CT15107,2024-02-10,2024-03-02,Jurídico,Treinamento,259649.26,Aprovado,21.0,Asafe Cardoso
CT25993,2024-02-10,2024-02-15,Marketing,Prestação de Serviços,216400.75,Aprovado,5.0,Srta. Ana Lívia Monteiro
CT25847,2024-02-10,,Jurídico,Software,146704.18,Pendente,,
CT12225,2024-02-10,2024-03-02,Marketing,Treinamento,165685.14,Aprovado,21.0,Davi Lucas Carvalho
CT46619,2024-02-10,,TI,Prestação de Serviços,387185.8,Cancelado,,
CT20493,2024-02-10,2024-02-17,TI,Consultoria,450244.89,Aprovado,7.0,Sr. Theodoro Macedo
CT31146,2024-02-10,2024-03-05,TI,Treinamento,356128.7,Aprovado,24.0,Srta. Larissa Fernandes
CT07557,2024-02-10,2024-02-14,RH,Software,331537.12,Aprovado,4.0,Luiz Fernando Fogaça
CT49859,2024-02-10,2024-03-09,Compras,Prestação de Serviços,477104.98,Aprovado,28.0,Davi Lucas Carvalho
CT05317,2024-02-10,2024-03-04,Jurídico,Prestação de Serviços,130566.89,Aprovado,23.0,Cecilia Alves
CT13848,2024-02-10,2024-03-04,Operações,Consultoria,424947.54,Aprovado,23.0,Alexandre Pereira
CT06058,2024-02-10,2024-03-03,Compras,Software,203489.58,Aprovado,22.0,Cecilia Alves
CT09619,2024-02-10,2024-02-13,Marketing,Evento,177391.41,Aprovado,3.0,Ana Luiza Jesus
CT27462,2024-02-10,2024-03-06,Compras,Treinamento,74105.78,Aprovado,25.0,Ana Luiza Jesus
CT27307,2024-02-10,2024-02-23,Financeiro,Prestação de Serviços,39590.02,Aprovado,13.0,Anthony Gabriel Costa
CT07578,2024-02-10,2024-02-11,Operações,Software,229459.57,Aprovado,1.0,Ana Luiza Jesus
CT43545,2024-02-10,,Compras,Evento,189744.54,Pendente,,
CT44805,2024-02-10,2024-03-03,TI,Evento,403460.54,Aprovado,22.0,Anthony Vargas
CT26330,2024-02-10,2024-02-21,TI,Evento,245484.89,Aprovado,11.0,Anthony Gabriel Costa
CT39705,2024-02-10,,Jurídico,Treinamento,101581.96,Pendente,,
CT47484,2024-02-10,2024-03-07,Compras,Prestação de Serviços,119690.63,Aprovado,26.0,Anthony Gabriel Costa
CT25443,2024-02-10,2024-02-29,Marketing,Prestação de Serviços,144732.47,Aprovado,19.0,Davi Lucas Carvalho
CT21043,2024-02-10,2024-03-08,Operações,Fornecedor,55277.05,Aprovado,27.0,Luiz Fernando Fogaça
CT06476,2024-02-10,2024-03-05,Marketing,Treinamento,227052.84,Aprovado,24.0,Anthony Gabriel Costa
CT40829,2024-02-10,2024-02-20,Marketing,Treinamento,361316.41,Aprovado,10.0,Asafe Cardoso
CT02094,2024-02-10,2024-03-01,Compras,Software,394990.01,Aprovado,20.0,Pedro Henrique Nunes
CT20595,2024-02-10,2024-02-17,Operações,Consultoria,298953.75,Aprovado,7.0,Joana Albuquerque
CT39427,2024-02-10,2024-03-05,RH,Prestação de Serviços,274342.97,Aprovado,24.0,Srta. Ana Lívia Monteiro
CT05679,2024-02-10,,TI,Treinamento,96466.41,Pendente,,
CT44970,2024-02-10,2024-02-16,TI,Prestação de Serviços,25845.2,Aprovado,6.0,Dr. João Rios
CT36280,2024-02-10,2024-02-13,Financeiro,Fornecedor,301803.47,Aprovado,3.0,Luiz Felipe Costa
CT26853,2024-02-10,2024-02-29,Compras,Prestação de Serviços,335200.0,Aprovado,19.0,Luiz Felipe Costa
CT17044,2024-02-10,2024-03-09,Financeiro,Fornecedor,490981.3,Aprovado,28.0,Cecilia Alves
CT25645,2024-02-10,,TI,Prestação de Serviços,372371.4,Pendente,,
CT04152,2024-02-10,,Compras,Treinamento,321454.36,Pendente,,
CT14192,2024-02-10,2024-02-11,Operações,Fornecedor,385286.19,Aprovado,1.0,Luiz Fernando Fogaça
CT17749,2024-02-10,2024-03-10,Marketing,Consultoria,35378.05,Aprovado,29.0,Srta. Ana Lívia Monteiro
CT36738,2024-02-10,2024-02-29,Operações,Prestação de Serviços,479731.89,Aprovado,19.0,Cecilia Alves
CT48280,2024-02-10,,Compras,Evento,392677.93,Rejeitado,,
CT36707,2024-02-10,2024-02-28,TI,Treinamento,206458.59,Aprovado,18.0,Asafe Cardoso
CT17070,2024-02-10,2024-02-21,Compras,Software,224892.06,Aprovado,11.0,Liz Costela
CT01449,2024-02-10,2024-03-08,TI,Consultoria,266826.95,Aprovado,27.0,Anthony Gabriel Costa
CT48906,2024-02-10,2024-02-20,Jurídico,Treinamento,213123.87,Aprovado,10.0,Dr. João Rios
CT25482,2024-02-10,2024-02-14,Jurídico,Treinamento,301040.88,Aprovado,4.0,Asafe Cardoso
CT34457,2024-02-10,2024-02-24,RH,Prestação de Serviços,290164.79,Aprovado,14.0,Luiz Fernando Fogaça
CT17979,2024-02-10,2024-02-27,RH,Evento,126390.78,Aprovado,17.0,Apollo Santos
CT19871,2024-02-10,2024-02-13,Operações,Prestação de Serviços,488764.2,Aprovado,3.0,Apollo Santos
CT33801,2024-02-10,2024-03-08,Jurídico,Fornecedor,166320.95,Aprovado,27.0,Joana Albuquerque
CT46182,2024-02-10,2024-02-21,Compras,Evento,186374.88,Aprovado,11.0,Isadora Moraes
CT18002,2024-02-10,2024-02-11,Financeiro,Evento,460545.2,Aprovado,1.0,Apollo Santos
CT21560,2024-02-10,2024-02-17,TI,Prestação de Serviços,492874.62,Aprovado,7.0,Joana Albuquerque
CT17710,2024-02-10,2024-03-07,RH,Treinamento,280583.59,Aprovado,26.0,Sr. Theodoro Macedo
CT04508,2024-02-10,2024-02-23,TI,Fornecedor,174311.03,Aprovado,13.0,Pedro Henrique Nunes
CT14152,2024-02-10,2024-02-29,Marketing,Consultoria,74856.9,Aprovado,19.0,Alexandre Pereira
CT26121,2024-02-10,2024-03-07,Marketing,Software,346956.58,Aprovado,26.0,Luiz Felipe Costa
CT20292,2024-02-10,,Marketing,Software,276991.11,Cancelado,,
CT49587,2024-02-11,,Financeiro,Consultoria,192190.8,Pendente,,
CT42795,2024-02-11,,Financeiro,Evento,88449.82,Cancelado,,
CT10088,2024-02-11,,Financeiro,Consultoria,446471.32,Rejeitado,,
CT08562,2024-02-11,2024-02-15,Jurídico,Treinamento,131356.68,Aprovado,4.0,Srta. Ana Lívia Monteiro
CT13303,2024-02-11,2024-02-16,Compras,Treinamento,29595.34,Aprovado,5.0,Asafe Cardoso
CT28792,2024-02-11,2024-03-03,Operações,Fornecedor,199219.16,Aprovado,21.0,Luiz Felipe Costa
CT07649,2024-02-11,,Marketing,Prestação de Serviços,492720.15,Pendente,,
CT32008,2024-02-11,2024-02-16,Compras,Fornecedor,398849.71,Aprovado,5.0,Dr. João Rios
CT42782,2024-02-11,,RH,Consultoria,115972.39,Rejeitado,,
CT06570,2024-02-11,2024-03-03,Jurídico,Evento,172851.07,Aprovado,21.0,Luiz Felipe Costa
CT01251,2024-02-11,2024-03-04,Financeiro,Treinamento,461425.0,Aprovado,22.0,Cecilia Alves
CT24394,2024-02-11,,TI,Fornecedor,30669.98,Pendente,,
CT16169,2024-02-11,2024-02-23,TI,Software,277189.2,Aprovado,12.0,Srta. Larissa Fernandes
CT40831,2024-02-11,2024-03-12,Compras,Fornecedor,304790.89,Aprovado,30.0,Ana Luiza Jesus
CT35039,2024-02-11,,Financeiro,Evento,240420.01,Cancelado,,
CT08724,2024-02-11,,Jurídico,Prestação de Serviços,105623.97,Rejeitado,,
CT13619,2024-02-11,,RH,Treinamento,338892.29,Pendente,,
CT11774,2024-02-11,2024-03-10,Jurídico,Prestação de Serviços,485504.42,Aprovado,28.0,Anthony Gabriel Costa
CT09583,2024-02-11,2024-02-24,RH,Consultoria,334574.66,Aprovado,13.0,Cecilia Alves
CT07837,2024-02-11,2024-02-28,TI,Fornecedor,81548.59,Aprovado,17.0,Srta. Larissa Fernandes
CT15223,2024-02-11,2024-02-27,RH,Fornecedor,233709.44,Aprovado,16.0,Luiz Felipe Costa
CT19197,2024-02-11,,Financeiro,Evento,429164.09,Rejeitado,,
CT24047,2024-02-11,2024-03-06,RH,Consultoria,445642.48,Aprovado,24.0,Sr. Theodoro Macedo
CT06232,2024-02-11,2024-03-03,TI,Treinamento,393615.91,Aprovado,21.0,Joana Albuquerque
CT18231,2024-02-11,2024-03-03,Financeiro,Software,399991.98,Aprovado,21.0,Joana Albuquerque
CT24395,2024-02-11,,RH,Treinamento,457491.04,Cancelado,,
CT32868,2024-02-11,,Compras,Evento,30894.84,Pendente,,
CT39734,2024-02-11,2024-02-29,Jurídico,Evento,5939.86,Aprovado,18.0,Srta. Larissa Fernandes
CT47865,2024-02-11,2024-03-03,Jurídico,Evento,448944.07,Aprovado,21.0,Apollo Santos
CT13004,2024-02-11,,Marketing,Treinamento,265406.66,Pendente,,
CT49340,2024-02-11,2024-02-21,TI,Evento,326567.12,Aprovado,10.0,Asafe Cardoso
CT39871,2024-02-11,2024-03-01,RH,Consultoria,293468.69,Aprovado,19.0,Isadora Moraes
CT38959,2024-02-11,2024-02-16,Marketing,Software,425237.39,Aprovado,5.0,Pedro Henrique Nunes
CT18689,2024-02-11,2024-03-10,Financeiro,Consultoria,474180.27,Aprovado,28.0,Cecilia Alves
CT00364,2024-02-11,,Financeiro,Evento,91799.61,Pendente,,
CT12684,2024-02-11,2024-03-03,Financeiro,Evento,363438.18,Aprovado,21.0,Asafe Cardoso
CT42467,2024-02-11,2024-02-28,TI,Software,368850.56,Aprovado,17.0,Calebe Rodrigues
CT35939,2024-02-11,,RH,Prestação de Serviços,28267.35,Rejeitado,,
CT08016,2024-02-11,,Marketing,Software,281387.57,Cancelado,,
CT01785,2024-02-11,2024-02-25,Compras,Software,162017.11,Aprovado,14.0,Apollo Santos
CT31649,2024-02-11,2024-03-06,Jurídico,Treinamento,120638.37,Aprovado,24.0,Davi Lucas Carvalho
CT49495,2024-02-11,,Operações,Treinamento,205032.41,Pendente,,
CT38928,2024-02-11,,Marketing,Treinamento,125107.32,Rejeitado,,
CT30721,2024-02-11,2024-03-09,Compras,Treinamento,492718.73,Aprovado,27.0,Apollo Santos
CT39379,2024-02-11,2024-03-09,TI,Software,33396.73,Aprovado,27.0,Anthony Gabriel Costa
CT19417,2024-02-11,,TI,Consultoria,383082.86,Pendente,,
CT14016,2024-02-11,2024-02-28,RH,Treinamento,375677.98,Aprovado,17.0,Asafe Cardoso
CT00858,2024-02-11,2024-02-15,Operações,Evento,267069.71,Aprovado,4.0,Anthony Vargas
CT29427,2024-02-11,,TI,Fornecedor,224636.81,Rejeitado,,
CT01932,2024-02-11,2024-03-12,Financeiro,Prestação de Serviços,339429.4,Aprovado,30.0,Srta. Ana Lívia Monteiro
CT18609,2024-02-11,2024-02-25,Jurídico,Software,375968.57,Aprovado,14.0,Dr. José Miguel Porto
CT35795,2024-02-11,,Marketing,Fornecedor,426596.4,Pendente,,
CT20488,2024-02-11,2024-03-05,Compras,Fornecedor,247399.89,Aprovado,23.0,Liz Costela
CT03648,2024-02-11,2024-02-23,Operações,Software,311830.3,Aprovado,12.0,Sr. Theodoro Macedo
CT45861,2024-02-11,2024-03-11,Marketing,Fornecedor,11113.3,Aprovado,29.0,Sr. Theodoro Macedo
CT10904,2024-02-11,2024-02-18,Marketing,Fornecedor,296615.99,Aprovado,7.0,Apollo Santos
CT41632,2024-02-11,2024-02-17,Marketing,Consultoria,358119.34,Aprovado,6.0,Srta. Ana Lívia Monteiro
CT02317,2024-02-11,2024-02-23,TI,Consultoria,122858.69,Aprovado,12.0,Ana Luiza Jesus
CT48347,2024-02-11,2024-02-18,TI,Treinamento,398189.72,Aprovado,7.0,Dr. José Miguel Porto
CT39519,2024-02-11,2024-02-22,Financeiro,Evento,260425.14,Aprovado,11.0,Joana Albuquerque
CT46462,2024-02-11,2024-03-12,Operações,Prestação de Serviços,386651.63,Aprovado,30.0,Luiz Felipe Costa
CT48213,2024-02-12,2024-03-04,Jurídico,Software,298738.53,Aprovado,21.0,Ana Luiza Jesus
CT24311,2024-02-12,2024-02-14,Jurídico,Prestação de Serviços,173202.23,Aprovado,2.0,Luiz Felipe Costa
CT08361,2024-02-12,2024-02-17,Jurídico,Software,155932.8,Aprovado,5.0,Davi Lucas Carvalho
CT23045,2024-02-12,2024-02-25,RH,Evento,253082.13,Aprovado,13.0,Cecilia Alves
CT24455,2024-02-12,2024-03-10,Operações,Software,339271.01,Aprovado,27.0,Sr. Theodoro Macedo
CT40461,2024-02-12,2024-03-05,Marketing,Consultoria,364073.58,Aprovado,22.0,Calebe Rodrigues
CT23876,2024-02-12,,Jurídico,Fornecedor,9234.51,Pendente,,
CT40754,2024-02-12,,RH,Treinamento,326664.75,Pendente,,
CT22487,2024-02-12,2024-03-07,Marketing,Prestação de Serviços,347751.31,Aprovado,24.0,Asafe Cardoso
CT09451,2024-02-12,,Compras,Evento,38521.17,Pendente,,
CT02567,2024-02-12,2024-03-10,Jurídico,Treinamento,427323.64,Aprovado,27.0,Anthony Gabriel Costa
CT03014,2024-02-12,2024-03-09,Compras,Consultoria,136709.26,Aprovado,26.0,Alexandre Pereira
CT21819,2024-02-12,2024-02-26,TI,Treinamento,178638.98,Aprovado,14.0,Dr. José Miguel Porto
CT35171,2024-02-12,,Compras,Treinamento,302870.93,Pendente,,
CT02856,2024-02-12,2024-02-19,Compras,Evento,8091.36,Aprovado,7.0,Joana Albuquerque
CT21867,2024-02-12,2024-03-11,TI,Fornecedor,270748.02,Aprovado,28.0,Sr. Theodoro Macedo
CT27723,2024-02-12,2024-02-17,Jurídico,Consultoria,213079.5,Aprovado,5.0,Ana Luiza Jesus
CT49171,2024-02-12,2024-03-12,Operações,Fornecedor,150083.83,Aprovado,29.0,Pedro Henrique Nunes
CT34986,2024-02-12,,Marketing,Prestação de Serviços,354410.03,Pendente,,
CT40344,2024-02-12,2024-03-13,Financeiro,Fornecedor,356742.39,Aprovado,30.0,Anthony Vargas
CT46925,2024-02-12,2024-02-16,Compras,Consultoria,332113.39,Aprovado,4.0,Sr. Theodoro Macedo
CT01999,2024-02-12,2024-03-04,TI,Prestação de Serviços,135946.99,Aprovado,21.0,Luiz Felipe Costa
CT41721,2024-02-12,2024-03-01,Compras,Prestação de Serviços,480394.14,Aprovado,18.0,Srta. Ana Lívia Monteiro
CT22794,2024-02-12,2024-03-13,Marketing,Prestação de Serviços,447294.33,Aprovado,30.0,Pedro Henrique Nunes
CT10323,2024-02-12,2024-03-01,TI,Software,335051.54,Aprovado,18.0,Apollo Santos
CT42195,2024-02-12,2024-02-22,Marketing,Fornecedor,385314.03,Aprovado,10.0,Alexandre Pereira
CT09346,2024-02-12,2024-03-09,Jurídico,Consultoria,490170.19,Aprovado,26.0,Pedro Henrique Nunes
CT19406,2024-02-12,,Marketing,Consultoria,53862.92,Pendente,,
CT39781,2024-02-12,2024-02-18,TI,Software,473245.41,Aprovado,6.0,Isadora Moraes
CT01475,2024-02-12,,Operações,Prestação de Serviços,149414.03,Rejeitado,,
CT08798,2024-02-12,2024-03-04,TI,Fornecedor,175208.18,Aprovado,21.0,Cecilia Alves
CT07567,2024-02-12,2024-03-01,TI,Prestação de Serviços,227802.52,Aprovado,18.0,Liz Costela
CT43166,2024-02-12,2024-03-06,Jurídico,Software,17701.35,Aprovado,23.0,Dr. João Rios
CT01541,2024-02-12,2024-02-16,RH,Treinamento,48147.7,Aprovado,4.0,Apollo Santos
CT30747,2024-02-12,2024-02-20,Operações,Prestação de Serviços,150104.79,Aprovado,8.0,Liz Costela
CT26622,2024-02-12,,Compras,Software,210097.37,Pendente,,
CT31949,2024-02-12,,Marketing,Treinamento,28072.44,Rejeitado,,
CT01073,2024-02-12,2024-03-01,RH,Treinamento,326471.97,Aprovado,18.0,Dr. João Rios
CT46203,2024-02-12,2024-03-04,Jurídico,Prestação de Serviços,153104.19,Aprovado,21.0,Dr. João Rios
CT16702,2024-02-12,2024-03-11,RH,Fornecedor,320143.82,Aprovado,28.0,Luiz Fernando Fogaça
CT01567,2024-02-12,,RH,Prestação de Serviços,441703.52,Pendente,,
CT37751,2024-02-12,2024-02-29,Compras,Fornecedor,142380.71,Aprovado,17.0,Luiz Fernando Fogaça
CT16870,2024-02-12,,TI,Prestação de Serviços,279710.69,Rejeitado,,
CT34759,2024-02-12,2024-02-29,RH,Software,173875.47,Aprovado,17.0,Luiz Fernando Fogaça
CT02295,2024-02-12,,Jurídico,Software,38313.78,Rejeitado,,
CT49756,2024-02-12,2024-02-14,Jurídico,Prestação de Serviços,405076.64,Aprovado,2.0,Srta. Ana Lívia Monteiro
CT19799,2024-02-12,2024-03-10,Jurídico,Evento,361291.14,Aprovado,27.0,Anthony Gabriel Costa
CT33406,2024-02-12,2024-03-02,Jurídico,Consultoria,71092.04,Aprovado,19.0,Ana Luiza Jesus
CT11142,2024-02-12,,Financeiro,Treinamento,110696.15,Rejeitado,,
CT03704,2024-02-12,,Jurídico,Treinamento,363376.52,Rejeitado,,
CT06895,2024-02-12,2024-02-16,TI,Consultoria,356387.7,Aprovado,4.0,Luiz Fernando Fogaça
CT41077,2024-02-12,2024-02-13,TI,Fornecedor,391345.93,Aprovado,1.0,Liz Costela
CT20078,2024-02-12,,Jurídico,Evento,493726.18,Pendente,,
CT16834,2024-02-12,2024-03-02,Operações,Software,186097.4,Aprovado,19.0,Srta. Larissa Fernandes
CT03586,2024-02-12,2024-02-19,RH,Consultoria,364423.42,Aprovado,7.0,Dr. João Rios
CT38390,2024-02-12,2024-03-06,Financeiro,Evento,62312.15,Aprovado,23.0,Liz Costela
CT11247,2024-02-12,2024-03-08,Marketing,Treinamento,254905.79,Aprovado,25.0,Liz Costela
CT28926,2024-02-12,2024-02-19,Financeiro,Evento,14796.43,Aprovado,7.0,Davi Lucas Carvalho
CT32604,2024-02-12,2024-02-20,Marketing,Evento,229299.71,Aprovado,8.0,Isadora Moraes
CT34368,2024-02-12,2024-03-05,RH,Prestação de Serviços,256049.9,Aprovado,22.0,Sr. Theodoro Macedo
